system_id,RetirementSystemName,NumberofPlans,NumberofEmployers,fy,fund_id,actives_tot,InactiveVestedMembers,InactiveNonVested,beneficiaries_tot,beneficiaries_ServiceRetirees,beneficiaries_survivors,beneficiaries_SpousalSurvivors,beneficiaries_other,DROPMembers,OtherMembers,TotMembership,BegMktAssets_net,contrib_EE_regular,contrib_ER_regular,contrib_ER_state,contrib_EE_PurchaseService,contrib_EE_other,contrib_ER_other,contrib_other,contrib_tot,FairValueChange_investments,FairValueChange_RealEstate,income_interest,income_dividends,income_InterestAndDividends,income_RealEstate,income_PrivateEquity,income_alternatives,income_international,income_OtherInvestments,expense_RealEstate,expense_PrivateEquity,expense_alternatives,expense_OtherInvestments,expense_investments,income_SecuritiesLending,expense_SecuritiesLending,income_SecuritiesLendingRebate,income_OtherAdditions,income_net,expense_TotBenefits,expense_RetBenefits,expense_DisabilityBenefits,expense_DeathBenefits,expense_DROPBenefits,expense_SurvivorBenefits,expense_COLABenefits,expense_LumpSumBenefits,expense_OtherBenefits,expense_refunds,expense_AdminExpenses,expense_Depreciation,expense_OtherDeductions,expense_net,adjustment_MktAssets,MktAssets_net,ppd_system_directory_listed,RetirementSystemDesc,sys_DataStartYear,sys_DataEndYear,RetirementSystemStateAbbrev,Source,L
63,New Hampshire Retirement System,1,471,2017,62,47886,2281,10477,35694,31186,2908,,,,,85861,7434318,213061,366653,,,,,,579714,831995,,55205,73184,128389,16450,,27270,,,,,,,-25510,,,,,1558308,-706304,-706304,,,,,,,,-23408,-7671,,-1255,-738638,,8253988,1,"NHRS administers pension and other benefits for substantially all public employees in the state, including state employees, teachers, and employees of county and local governments that have elected to participate.",2001,2022,NH,2014 NHRS CAFR p 132,
63,New Hampshire Retirement System,1,471,2018,62,48121,2420,11454,37012,32385,3011,,,,,87553,8253988,217572,422659,,,,,,640231,557164,,54379,73582,127961,30852,,29868,,,,,,,-28756,,,,,1357320,-741753,-741753,,,,,,,,-24010,-7767,,-911,-774441,,8836867,1,"NHRS administers pension and other benefits for substantially all public employees in the state, including state employees, teachers, and employees of county and local governments that have elected to participate.",2001,2022,NH,2014 NHRS CAFR p 132,
63,New Hampshire Retirement System,1,471,2019,62,48288,2552,12530,38352,33573,3152,,,,,89192,8836867,223995,434407,,,,,,658402,328302,,62172,73865,136037,14044,,37068,,,,,,,-27179,,,,,1146674,-780907,-780907,,,,,,,,-23464,-7436,,-924,-812731,,9170773,1,"NHRS administers pension and other benefits for substantially all public employees in the state, including state employees, teachers, and employees of county and local governments that have elected to participate.",2001,2022,NH,2014 NHRS CAFR p 132,
63,New Hampshire Retirement System,1,471,2020,62,48479,2661,13760,39612,34683,3292,,,,,90752,9170773,229726,445021,,,,,,674747,-34705,,47626,70498,118124,16770,,28581,,,,,,,-27731,,,,,775786,-816708,-816708,,,,,,,,-23312,-8282,,-893,-849195,,9097364,1,"NHRS administers pension and other benefits for substantially all public employees in the state, including state employees, teachers, and employees of county and local governments that have elected to participate.",2001,2022,NH,2014 NHRS CAFR p 132,
63,New Hampshire Retirement System,1,471,2021,62,48582,2730,14946,40974,35896,3437,,,,,92286,9097364,236879,459278,,,,,,696157,2485991,,41129,72623,113752,24346,,47059,,,,,,,-53488,,,,,3313817,-858211,-858211,,,,,,,,-19884,-8417,,-790,-887302,,11523879,1,"NHRS administers pension and other benefits for substantially all public employees in the state, including state employees, teachers, and employees of county and local governments that have elected to participate.",2001,2022,NH,2014 NHRS CAFR p 132,
63,New Hampshire Retirement System,1,471,2022,62,48687,2990,16717,42415,37151,3604,,,,,94092,11523879,243982,579028,,,,,,823010,-860033,,38526,87810,126336,35128,,64335,,,,,,,-55943,,,,,132833,-913994,-913994,,,,,,,,-23727,-9523,,-1111,-948355,,10708357,1,"NHRS administers pension and other benefits for substantially all public employees in the state, including state employees, teachers, and employees of county and local governments that have elected to participate.",2001,2022,NH,2014 NHRS CAFR p 132,
64,New Jersey Division of Pension and Benefits,9,2375,2001,63,449933,,,184915,,,,,,,634848,84900376,929183,4713,,,,,14196,948093,-10321353,,2140369,410401,2550770,,,,,,,,,,-9632,,,,,-6832572,-3481512,-3332308,,,,,,,-149204,-105809,-27276,,,-3614607,,74268776,1,"The New Jersey Division of Pension and Benefits administers pension and other benefits for most public employees in the state, including teachers, state employees, and employees of political subdivisions that have elected to participate. The Division maintains nine pension plans. Three plans--the Public Employees' Retirement System, Teachers' Pension & Annuity Fund and the Police & Firemen's Retirement System--comprise more than 98% of all active members. Assets are managed by the state treasurer's office.",2001,2022,NJ,2014 NJ-PERS-TPAF-PFRS CAFR P 21,
64,New Jersey Division of Pension and Benefits,9,2375,2002,63,467214,3336,,188079,,,,,,,658629,75558840,1057608,295411,,,,,13582,1366601,-8114426,,1754081,453039,2207120,,,,,,,,,,-9826,,,,,-4550530,-3862893,-3862893,,,,,,,,-99593,-34603,,,-3997088,,67011220,1,"The New Jersey Division of Pension and Benefits administers pension and other benefits for most public employees in the state, including teachers, state employees, and employees of political subdivisions that have elected to participate. The Division maintains nine pension plans. Three plans--the Public Employees' Retirement System, Teachers' Pension & Annuity Fund and the Police & Firemen's Retirement System--comprise more than 98% of all active members. Assets are managed by the state treasurer's office.",2001,2022,NJ,2014 NJ-PERS-TPAF-PFRS CAFR P 21,
64,New Jersey Division of Pension and Benefits,9,2375,2003,63,484215,3226,,194094,,,,,,,681535,67011220,1062340,-62326,,,,,12375,1012389,15607,,1501101,505310,2006412,,,,,,,,,,-9253,,,,,3025154,-4361924,-4361924,,,,,,,,-100119,-34545,,,-4496589,,65539788,1,"The New Jersey Division of Pension and Benefits administers pension and other benefits for most public employees in the state, including teachers, state employees, and employees of political subdivisions that have elected to participate. The Division maintains nine pension plans. Three plans--the Public Employees' Retirement System, Teachers' Pension & Annuity Fund and the Police & Firemen's Retirement System--comprise more than 98% of all active members. Assets are managed by the state treasurer's office.",2001,2022,NJ,2014 NJ-PERS-TPAF-PFRS CAFR P 21,
64,New Jersey Division of Pension and Benefits,9,2375,2004,63,492231,2941,,205468,,,,,,,700640,65539788,1196974,911173,,,,,11353,2119500,6833548,,1397128,582417,1979545,,,,,,,,,,-8070,,,,,10924522,-4683022,-4683022,,,,,,,,-101777,-32219,,,-4817018,,71647296,1,"The New Jersey Division of Pension and Benefits administers pension and other benefits for most public employees in the state, including teachers, state employees, and employees of political subdivisions that have elected to participate. The Division maintains nine pension plans. Three plans--the Public Employees' Retirement System, Teachers' Pension & Annuity Fund and the Police & Firemen's Retirement System--comprise more than 98% of all active members. Assets are managed by the state treasurer's office.",2001,2022,NJ,2014 NJ-PERS-TPAF-PFRS CAFR P 21,
64,New Jersey Division of Pension and Benefits,9,2375,2005,63,503328,2817,,211783,,,,,,,717928,71647296,1460882,765672,,,,,10383,2236937,3870273,,1454127,742178,2196304,,,,,,,,,,-7791,,,,,8295724,-5065185,-5065185,,,,,,,,-100425,-47285,,,-5212895,,74730120,1,"The New Jersey Division of Pension and Benefits administers pension and other benefits for most public employees in the state, including teachers, state employees, and employees of political subdivisions that have elected to participate. The Division maintains nine pension plans. Three plans--the Public Employees' Retirement System, Teachers' Pension & Annuity Fund and the Police & Firemen's Retirement System--comprise more than 98% of all active members. Assets are managed by the state treasurer's office.",2001,2022,NJ,2014 NJ-PERS-TPAF-PFRS CAFR P 21,
64,New Jersey Division of Pension and Benefits,9,2375,2006,63,514219,2821,,220551,,,,,,,737591,74730120,1620585,1167072,,,,,9408,2797065,4908546,,1647605,775307,2422911,,,,,,,,,,-6510,,,,,10122011,-5453217,-5453217,,,,,,,,-110263,-33801,,,-5597280,,79254856,1,"The New Jersey Division of Pension and Benefits administers pension and other benefits for most public employees in the state, including teachers, state employees, and employees of political subdivisions that have elected to participate. The Division maintains nine pension plans. Three plans--the Public Employees' Retirement System, Teachers' Pension & Annuity Fund and the Police & Firemen's Retirement System--comprise more than 98% of all active members. Assets are managed by the state treasurer's office.",2001,2022,NJ,2014 NJ-PERS-TPAF-PFRS CAFR P 21,
64,New Jersey Division of Pension and Benefits,9,2375,2007,63,523709,2731,,228391,,,,,,,754831,79254856,1687007,2240953,,,,,8529,3936488,9639187,,1752805,708708,2461513,,,,,,,,,,-11086,,,,,16026103,-5927567,-5927567,,,,,,,,-120147,-39049,,,-6086763,,89194192,1,"The New Jersey Division of Pension and Benefits administers pension and other benefits for most public employees in the state, including teachers, state employees, and employees of political subdivisions that have elected to participate. The Division maintains nine pension plans. Three plans--the Public Employees' Retirement System, Teachers' Pension & Annuity Fund and the Police & Firemen's Retirement System--comprise more than 98% of all active members. Assets are managed by the state treasurer's office.",2001,2022,NJ,2014 NJ-PERS-TPAF-PFRS CAFR P 21,
64,New Jersey Division of Pension and Benefits,9,2375,2008,63,526674,2406,,237390,,,,,,,766470,89194192,1815601,2453187,,,,,7644,4276432,-4748524,,2289817,750162,3039979,,,,,,,,,,-10940,,,,,2556947,-6430764,-6430764,,,,,,,,-141829,-42969,,,-6615561,,85135576,1,"The New Jersey Division of Pension and Benefits administers pension and other benefits for most public employees in the state, including teachers, state employees, and employees of political subdivisions that have elected to participate. The Division maintains nine pension plans. Three plans--the Public Employees' Retirement System, Teachers' Pension & Annuity Fund and the Police & Firemen's Retirement System--comprise more than 98% of all active members. Assets are managed by the state treasurer's office.",2001,2022,NJ,2014 NJ-PERS-TPAF-PFRS CAFR P 21,
64,New Jersey Division of Pension and Benefits,9,2375,2009,63,527754,2254,,245031,,,,,,,775039,85135576,1887072,1802127,,,,,6752,3695951,-14586084,,1727518,553414,2280932,,,,,,,,,,-12433,,,,,-8621635,-6910020,-6910020,,,,,,,,-143758,-40790,,,-7094568,,69419376,1,"The New Jersey Division of Pension and Benefits administers pension and other benefits for most public employees in the state, including teachers, state employees, and employees of political subdivisions that have elected to participate. The Division maintains nine pension plans. Three plans--the Public Employees' Retirement System, Teachers' Pension & Annuity Fund and the Police & Firemen's Retirement System--comprise more than 98% of all active members. Assets are managed by the state treasurer's office.",2001,2022,NJ,2014 NJ-PERS-TPAF-PFRS CAFR P 21,
64,New Jersey Division of Pension and Benefits,9,2375,2010,63,526077,2065,,251880,,,,,,,780022,69419376,1890683,1970577,,,,,5899,3867158,6295442,,1785471,350836,2136307,,,,,,,,,,-12931,,,,,12285975,-7329504,-7329504,,,,,,,,-145885,-36807,,,-7512196,,74193152,1,"The New Jersey Division of Pension and Benefits administers pension and other benefits for most public employees in the state, including teachers, state employees, and employees of political subdivisions that have elected to participate. The Division maintains nine pension plans. Three plans--the Public Employees' Retirement System, Teachers' Pension & Annuity Fund and the Police & Firemen's Retirement System--comprise more than 98% of all active members. Assets are managed by the state treasurer's office.",2001,2022,NJ,2014 NJ-PERS-TPAF-PFRS CAFR P 21,
64,New Jersey Division of Pension and Benefits,9,2375,2011,63,517116,1775,,261077,,,,,,,779968,74193152,1861505,752114,,,,,5119,2618738,9943349,,1686485,374465,2060950,,,,,,,,,,,,,,,14609620,-8069869,-8069869,,,,,,,,-162707,-41097,,,-8273673,,80529104,1,"The New Jersey Division of Pension and Benefits administers pension and other benefits for most public employees in the state, including teachers, state employees, and employees of political subdivisions that have elected to participate. The Division maintains nine pension plans. Three plans--the Public Employees' Retirement System, Teachers' Pension & Annuity Fund and the Police & Firemen's Retirement System--comprise more than 98% of all active members. Assets are managed by the state treasurer's office.",2001,2022,NJ,2014 NJ-PERS-TPAF-PFRS CAFR P 21,
64,New Jersey Division of Pension and Benefits,9,2375,2012,63,491294,1611,,276298,,,,,,,769203,80529104,2064590,2186436,,,,,4251,4255277,-222799,,1564533,392037,1956569,,,,,,,,,,-13057,,,,,5975990,-8657277,-8657277,,,,,,,,-157271,-38230,,,-8852778,,77652312,1,"The New Jersey Division of Pension and Benefits administers pension and other benefits for most public employees in the state, including teachers, state employees, and employees of political subdivisions that have elected to participate. The Division maintains nine pension plans. Three plans--the Public Employees' Retirement System, Teachers' Pension & Annuity Fund and the Police & Firemen's Retirement System--comprise more than 98% of all active members. Assets are managed by the state treasurer's office.",2001,2022,NJ,2014 NJ-PERS-TPAF-PFRS CAFR P 21,
64,New Jersey Division of Pension and Benefits,9,2375,2013,63,477327,1482,,285995,,,,,,,764804,77652312,2169508,2784106,,,,,3390,4957004,6329225,,1502028,479410,1981438,,,,,,,,,,-14787,,,,,13252880,-9059851,-9059851,,,,,,,,-172134,-40109,,,-9272095,,81633104,1,"The New Jersey Division of Pension and Benefits administers pension and other benefits for most public employees in the state, including teachers, state employees, and employees of political subdivisions that have elected to participate. The Division maintains nine pension plans. Three plans--the Public Employees' Retirement System, Teachers' Pension & Annuity Fund and the Police & Firemen's Retirement System--comprise more than 98% of all active members. Assets are managed by the state treasurer's office.",2001,2022,NJ,2014 NJ-PERS-TPAF-PFRS CAFR P 21,
64,New Jersey Division of Pension and Benefits,9,2375,2014,63,462363,1065,,302343,,,,,,,765771,76912200,1928793,1832953,,,,,521828,4283574,10770148,,1151495,,1151495,,,,,,,,,,-14608,,,,,16190608,-9271546,-9271546,,,,,,,,-183748,-38269,,-96799,-9590363,,83482448,1,"The New Jersey Division of Pension and Benefits administers pension and other benefits for most public employees in the state, including teachers, state employees, and employees of political subdivisions that have elected to participate. The Division maintains nine pension plans. Three plans--the Public Employees' Retirement System, Teachers' Pension & Annuity Fund and the Police & Firemen's Retirement System--comprise more than 98% of all active members. Assets are managed by the state treasurer's office.",2001,2022,NJ,2014 NJ-PERS-TPAF-PFRS CAFR P 21,
64,New Jersey Division of Pension and Benefits,9,2375,2015,63,456052,968,,313450,,,,,,,770470,83482448,1961146,2025611,,,,46538,615834,4649129,1417702,,1787496,,1787496,,,,,,,,,,-14694,,,,,7839633,-9720336,-9720336,,,,,,,,-204010,-38639,,,-9967231,,81354848,1,"The New Jersey Division of Pension and Benefits administers pension and other benefits for most public employees in the state, including teachers, state employees, and employees of political subdivisions that have elected to participate. The Division maintains nine pension plans. Three plans--the Public Employees' Retirement System, Teachers' Pension & Annuity Fund and the Police & Firemen's Retirement System--comprise more than 98% of all active members. Assets are managed by the state treasurer's office.",2001,2022,NJ,2014 NJ-PERS-TPAF-PFRS CAFR P 21,
64,New Jersey Division of Pension and Benefits,9,2375,2016,63,462244,968,,322488,,,,,,,785700,81354848,2003789,2227224,,,,15215,860429,5106658,-2255800,,1594888,,1594888,,,,,,,,,,-16658,,,,,4429087,-10192013,-10192013,,,,,,,,-202433,-41862,,,-10436307,,75347632,1,"The New Jersey Division of Pension and Benefits administers pension and other benefits for most public employees in the state, including teachers, state employees, and employees of political subdivisions that have elected to participate. The Division maintains nine pension plans. Three plans--the Public Employees' Retirement System, Teachers' Pension & Annuity Fund and the Police & Firemen's Retirement System--comprise more than 98% of all active members. Assets are managed by the state treasurer's office.",2001,2022,NJ,2014 NJ-PERS-TPAF-PFRS CAFR P 21,
64,New Jersey Division of Pension and Benefits,9,2375,2017,63,439172,923,,318750,,,,,,,758845,75347632,2068689,2543551,,,,33826,1212081,5858147,7459758,,1516628,,1516628,,,,,,,,,,-18424,,,,,14816108,-10595605,-10595605,,,,,,,,-219513,-36151,,,-10851269,,79312464,1,"The New Jersey Division of Pension and Benefits administers pension and other benefits for most public employees in the state, including teachers, state employees, and employees of political subdivisions that have elected to participate. The Division maintains nine pension plans. Three plans--the Public Employees' Retirement System, Teachers' Pension & Annuity Fund and the Police & Firemen's Retirement System--comprise more than 98% of all active members. Assets are managed by the state treasurer's office.",2001,2022,NJ,2014 NJ-PERS-TPAF-PFRS CAFR P 21,
64,New Jersey Division of Pension and Benefits,9,2375,2018,63,454426,829,,322346,,,,,,,777601,79312464,2092278,2908600,,,,13927,1623590,6638394,5111443,,1664371,,1664371,,,,,,,,,,-15321,,,,26978,13425663,-10800237,-10800237,,,,,,,,-189048,-39667,,-182576,-11211528,,81526800,1,"The New Jersey Division of Pension and Benefits administers pension and other benefits for most public employees in the state, including teachers, state employees, and employees of political subdivisions that have elected to participate. The Division maintains nine pension plans. Three plans--the Public Employees' Retirement System, Teachers' Pension & Annuity Fund and the Police & Firemen's Retirement System--comprise more than 98% of all active members. Assets are managed by the state treasurer's office.",2001,2022,NJ,2014 NJ-PERS-TPAF-PFRS CAFR P 21,
64,New Jersey Division of Pension and Benefits,9,2375,2019,63,453555,874,,332185,,,,,,,786614,81526800,2200174,3199178,,,,16376,2150477,7566205,2902788,,1885106,,1885106,,,,,,,,,,-20610,,,,28925,12362413,-11152658,-11152658,,,,,,,,-204005,-43193,,-196271,-11596117,,82293104,1,"The New Jersey Division of Pension and Benefits administers pension and other benefits for most public employees in the state, including teachers, state employees, and employees of political subdivisions that have elected to participate. The Division maintains nine pension plans. Three plans--the Public Employees' Retirement System, Teachers' Pension & Annuity Fund and the Police & Firemen's Retirement System--comprise more than 98% of all active members. Assets are managed by the state treasurer's office.",2001,2022,NJ,2014 NJ-PERS-TPAF-PFRS CAFR P 21,
64,New Jersey Division of Pension and Benefits,9,2375,2020,63,450877,1439,,338577,,,,,,,790893,82293104,2225939,3618782,,,,10073,2431325,8286118,-678516,,1917781,,1917781,,,,,,,,,,-12259,,,,25850,9538974,-11510213,-11510213,,,,,,,,-202049,-51676,,-147825,-11965511,,79866560,1,"The New Jersey Division of Pension and Benefits administers pension and other benefits for most public employees in the state, including teachers, state employees, and employees of political subdivisions that have elected to participate. The Division maintains nine pension plans. Three plans--the Public Employees' Retirement System, Teachers' Pension & Annuity Fund and the Police & Firemen's Retirement System--comprise more than 98% of all active members. Assets are managed by the state treasurer's office.",2001,2022,NJ,2014 NJ-PERS-TPAF-PFRS CAFR P 21,
64,New Jersey Division of Pension and Benefits,9,2375,2021,63,448844,1351,,343468,,,,,,,793663,79866560,2249752,4116232,,,,14419,3125020,9505424,19452866,,1636186,,1636186,,,,,,,,,,-10837,,,,23705,30607344,-11855034,-11855034,,,,,,,,-209885,-42281,,-209982,-12365846,,98110008,1,"The New Jersey Division of Pension and Benefits administers pension and other benefits for most public employees in the state, including teachers, state employees, and employees of political subdivisions that have elected to participate. The Division maintains nine pension plans. Three plans--the Public Employees' Retirement System, Teachers' Pension & Annuity Fund and the Police & Firemen's Retirement System--comprise more than 98% of all active members. Assets are managed by the state treasurer's office.",2001,2022,NJ,2014 NJ-PERS-TPAF-PFRS CAFR P 21,
64,New Jersey Division of Pension and Benefits,9,2375,2022,63,441559,2205,,348860,,,,,,,792624,98110008,2307457,5098382,,,,18160,4490500,11914499,-9100287,,1922678,,1922678,,,,,,,,,,-15992,,,,36163,4757061,-12474881,-12247424,,,,,,,-227457,-253116,-46820,,-37481,-12812298,,90054768,1,"The New Jersey Division of Pension and Benefits administers pension and other benefits for most public employees in the state, including teachers, state employees, and employees of political subdivisions that have elected to participate. The Division maintains nine pension plans. Three plans--the Public Employees' Retirement System, Teachers' Pension & Annuity Fund and the Police & Firemen's Retirement System--comprise more than 98% of all active members. Assets are managed by the state treasurer's office.",2001,2022,NJ,2014 NJ-PERS-TPAF-PFRS CAFR P 21,
65,New Mexico Public Employees Retirement Association,4,729,2001,64,48703,2487,,18463,,,,,,,69653,8268669,136134,199986,1000,2017,,,,339136,-465853,,247173,66005,313178,407,,,,,,,,,-32293,,,,1052,171468,-295901,-295901,,,,,,,,-27371,-4008,,,-327280,,8112857,1,"PERA of New Mexico administers pension and other benefits for substantially all public employees in the state except teachers, who belong to the Educational Retirement Board. PERA administers four plans: the Public Employees Retirement Fund, whose active members comprise approximately 90% of all active members; and plans for judges, magistrates, and volunteer firefighters.",2001,2022,NM,2014 PERA CAFR p 45,
65,New Mexico Public Employees Retirement Association,4,729,2002,64,49468,2818,,19149,,,,,,,71435,8112857,141428,207931,500,2976,,,,352836,-436964,,200795,72695,273491,1070,,,,,,,,,-25524,,,,157,175446,-323384,-323384,,,,,,,,-25627,-3831,,,-352841,,7935462,1,"PERA of New Mexico administers pension and other benefits for substantially all public employees in the state except teachers, who belong to the Educational Retirement Board. PERA administers four plans: the Public Employees Retirement Fund, whose active members comprise approximately 90% of all active members; and plans for judges, magistrates, and volunteer firefighters.",2001,2022,NM,2014 PERA CAFR p 45,
65,New Mexico Public Employees Retirement Association,4,729,2003,64,49583,3197,,20095,,,,,,,72875,7935462,147158,216973,750,3233,,,,368114,40256,,176024,78314,254338,641,,,,,,,,,-20062,,,,198,650499,-354941,-354941,,,,,,,,-25986,-6778,,,-387705,,8198256,1,"PERA of New Mexico administers pension and other benefits for substantially all public employees in the state except teachers, who belong to the Educational Retirement Board. PERA administers four plans: the Public Employees Retirement Fund, whose active members comprise approximately 90% of all active members; and plans for judges, magistrates, and volunteer firefighters.",2001,2022,NM,2014 PERA CAFR p 45,
65,New Mexico Public Employees Retirement Association,4,729,2004,64,47684,3360,,21262,,,,,,,72306,8198256,152172,226432,750,3936,,,,383290,989363,,181701,104704,286405,892,,,,,,,,-13187,,,-2883,,257,1648643,-393656,-393656,,,,,,,,-28177,-8276,,,-430109,,9416789,1,"PERA of New Mexico administers pension and other benefits for substantially all public employees in the state except teachers, who belong to the Educational Retirement Board. PERA administers four plans: the Public Employees Retirement Fund, whose active members comprise approximately 90% of all active members; and plans for judges, magistrates, and volunteer firefighters.",2001,2022,NM,2014 PERA CAFR p 45,
65,New Mexico Public Employees Retirement Association,4,729,2005,64,54237,3330,,21959,,,,,,,79526,9416789,161354,237730,750,3964,,,,403798,638533,,154825,139274,294099,584,,,,,,,,-21753,,,-6727,,-450,1316814,-433741,-433741,,,,,,,,-29417,-11720,,,-474878,,10258725,1,"PERA of New Mexico administers pension and other benefits for substantially all public employees in the state except teachers, who belong to the Educational Retirement Board. PERA administers four plans: the Public Employees Retirement Fund, whose active members comprise approximately 90% of all active members; and plans for judges, magistrates, and volunteer firefighters.",2001,2022,NM,2014 PERA CAFR p 45,
65,New Mexico Public Employees Retirement Association,4,729,2006,64,57663,3241,,23187,,,,,,,84091,10258725,170708,253743,750,6936,,,,432137,865919,,180258,156825,337083,1342,,,,6740,,,,-23972,,,-67082,,495,1625309,-474359,-474359,,,,,,,,-30272,-10207,,,-514837,,11369196,1,"PERA of New Mexico administers pension and other benefits for substantially all public employees in the state except teachers, who belong to the Educational Retirement Board. PERA administers four plans: the Public Employees Retirement Fund, whose active members comprise approximately 90% of all active members; and plans for judges, magistrates, and volunteer firefighters.",2001,2022,NM,2014 PERA CAFR p 45,
65,New Mexico Public Employees Retirement Association,4,729,2007,64,57452,3260,,24384,,,,,,,85096,11369196,180477,274113,750,7900,,,,463240,1633759,,212330,186179,398509,631,,,,1217,,,,-29635,,,-112786,,10659,2484953,-519786,-519786,,,,,,,,-34680,-9948,,,-563611,,13290538,1,"PERA of New Mexico administers pension and other benefits for substantially all public employees in the state except teachers, who belong to the Educational Retirement Board. PERA administers four plans: the Public Employees Retirement Fund, whose active members comprise approximately 90% of all active members; and plans for judges, magistrates, and volunteer firefighters.",2001,2022,NM,2014 PERA CAFR p 45,
65,New Mexico Public Employees Retirement Association,4,729,2008,64,56883,3194,,25506,,,,,,,85583,13290538,192845,297381,750,6984,,,,497960,-1427353,,168331,189251,357582,,,,,316,,,,-26142,,,-77728,,4195,-583271,-565930,-565930,,,,,,,,-31375,-9989,,,-605195,,12099973,1,"PERA of New Mexico administers pension and other benefits for substantially all public employees in the state except teachers, who belong to the Educational Retirement Board. PERA administers four plans: the Public Employees Retirement Fund, whose active members comprise approximately 90% of all active members; and plans for judges, magistrates, and volunteer firefighters.",2001,2022,NM,2014 PERA CAFR p 45,
65,New Mexico Public Employees Retirement Association,4,729,2009,64,58328,3038,,26590,,,,,,,87956,12099973,210377,316140,750,6536,,,,533804,-3141847,,62264,140969,203233,,,,,47,,,,-17749,,,-17296,,-800,-2526584,-613543,-613543,,,,,,,,-31681,-11072,,,-656296,,8917093,1,"PERA of New Mexico administers pension and other benefits for substantially all public employees in the state except teachers, who belong to the Educational Retirement Board. PERA administers four plans: the Public Employees Retirement Fund, whose active members comprise approximately 90% of all active members; and plans for judges, magistrates, and volunteer firefighters.",2001,2022,NM,2014 PERA CAFR p 45,
65,New Mexico Public Employees Retirement Association,4,729,2010,64,54791,8922,,27972,,,,,,,91685,8917093,225805,296208,750,6189,,,,528951,1173330,,134997,119394,254390,,,,,,,,,-19577,,,-524,,1225,1941099,-663750,-663750,,,,,,,,-32737,-11028,,,-707515,,10150677,1,"PERA of New Mexico administers pension and other benefits for substantially all public employees in the state except teachers, who belong to the Educational Retirement Board. PERA administers four plans: the Public Employees Retirement Fund, whose active members comprise approximately 90% of all active members; and plans for judges, magistrates, and volunteer firefighters.",2001,2022,NM,2014 PERA CAFR p 45,
65,New Mexico Public Employees Retirement Association,4,729,2011,64,54189,10006,,29496,,,,,,,93691,10150677,218521,288095,750,15628,,,,522994,1989048,,101600,136975,238575,,,,,4925,,,,-23626,,,-188,,46927,2784723,-727558,-727558,,,,,,,,-43164,-10559,,,-781281,,12154119,1,"PERA of New Mexico administers pension and other benefits for substantially all public employees in the state except teachers, who belong to the Educational Retirement Board. PERA administers four plans: the Public Employees Retirement Fund, whose active members comprise approximately 90% of all active members; and plans for judges, magistrates, and volunteer firefighters.",2001,2022,NM,2014 PERA CAFR p 45,
65,New Mexico Public Employees Retirement Association,4,729,2012,64,53819,7514,,31108,,,,,,,92441,12154119,249768,278239,750,10167,,,,539533,-346185,,114792,137601,252392,,,,,-4925,,,,-24944,,,-354,,28060,447012,-791875,-791875,,,,,,,,-45781,-9876,,,-847532,,11753599,1,"PERA of New Mexico administers pension and other benefits for substantially all public employees in the state except teachers, who belong to the Educational Retirement Board. PERA administers four plans: the Public Employees Retirement Fund, whose active members comprise approximately 90% of all active members; and plans for judges, magistrates, and volunteer firefighters.",2001,2022,NM,2014 PERA CAFR p 45,
65,New Mexico Public Employees Retirement Association,4,729,2013,64,56756,8597,,33023,,,,,,,98376,11753599,227942,289893,750,9148,,,,527734,1237971,,119704,177506,297210,,,,,,,,,-28105,,,-362,,10135,2030641,-855284,-855284,,,,,,,,-45220,-8652,,,-909156,,12875084,1,"PERA of New Mexico administers pension and other benefits for substantially all public employees in the state except teachers, who belong to the Educational Retirement Board. PERA administers four plans: the Public Employees Retirement Fund, whose active members comprise approximately 90% of all active members; and plans for judges, magistrates, and volunteer firefighters.",2001,2022,NM,2014 PERA CAFR p 45,
65,New Mexico Public Employees Retirement Association,4,729,2014,64,57079,10669,,34868,,,,,,,102616,12875084,240047,306135,750,8214,,,,555147,1884887,,124046,176870,300916,,,,,,,,,-31824,,,-339,,18498,2718868,-919208,-919208,,,,,,,,-47445,-10549,,,-977202,,14616750,1,"PERA of New Mexico administers pension and other benefits for substantially all public employees in the state except teachers, who belong to the Educational Retirement Board. PERA administers four plans: the Public Employees Retirement Fund, whose active members comprise approximately 90% of all active members; and plans for judges, magistrates, and volunteer firefighters.",2001,2022,NM,2014 PERA CAFR p 45,
65,New Mexico Public Employees Retirement Association,4,729,2015,64,57496,12330,,36930,,,,,,,106756,14616750,253274,319897,750,7715,,,,584035,-207941,,297992,194365,492357,,,,,,,,,-28090,,,-373,,322,839030,-981199,-981199,,,,,,,,-46055,-10011,,,-1037265,,14439808,1,"PERA of New Mexico administers pension and other benefits for substantially all public employees in the state except teachers, who belong to the Educational Retirement Board. PERA administers four plans: the Public Employees Retirement Fund, whose active members comprise approximately 90% of all active members; and plans for judges, magistrates, and volunteer firefighters.",2001,2022,NM,2014 PERA CAFR p 45,
